sleep_hours,study_hours,screen_time,exercise,social_time,productivity_score,burnout_risk
4.69,0.45,8.11,1.27,1.23,1.43,2
8.54,4.65,8.82,2.2,4.87,46.4,1
5.53,6.59,1.18,2.97,1.31,87.8,0
9.09,1.6,8.63,0.04,2.21,7.1,1
6.24,5.86,9.23,0.98,2.9,41.5,1
8.64,0.41,9.49,0.14,2.94,11.78,1
8.72,1.48,2.61,2.26,0.75,51.33,0
8.39,6.51,2.9,0.91,4.84,91.39,0
4.27,2.2,4.08,3.0,1.51,23.73,1
7.08,0.84,3.47,2.98,3.52,40.43,0
6.69,1.72,2.11,1.76,2.53,47.65,0
9.35,2.47,9.31,1.55,1.29,33.28,1
4.21,5.6,7.49,0.84,4.32,30.65,2
9.04,0.79,2.44,1.14,4.27,42.74,0
9.25,2.3,5.07,1.06,0.59,42.32,0
6.63,6.9,6.18,1.51,3.08,73.26,0
8.2,5.32,6.81,1.82,2.17,83.24,0
8.55,9.69,9.64,2.46,3.01,99.96,1
5.07,4.79,3.32,0.01,4.83,22.09,1
7.08,2.54,7.24,1.3,4.02,43.28,1
5.6,0.93,4.55,0.05,0.57,18.86,1
4.96,7.32,1.95,2.6,1.11,81.2,1
4.06,7.15,3.31,1.53,0.56,71.69,1
4.75,4.12,8.66,0.73,1.33,9.54,2
5.64,0.03,4.85,0.04,4.55,0.0,1
7.5,2.02,7.3,2.03,0.3,44.55,1
7.48,7.92,3.37,0.37,3.51,95.47,0
6.32,0.24,8.36,0.62,1.7,0.0,1
4.6,0.72,1.23,2.75,1.56,22.83,1
9.94,6.69,5.73,1.56,1.88,80.56,0
9.75,7.88,4.82,1.0,4.42,90.51,0
9.1,2.55,7.44,2.42,2.38,54.63,1
9.07,3.68,3.89,1.53,2.18,60.11,0
4.82,4.36,9.03,0.11,2.29,9.84,2
9.33,5.94,8.42,0.67,1.76,63.83,1
9.32,5.58,5.28,1.35,0.29,79.1,1
8.91,4.56,3.51,1.03,0.62,69.89,0
7.34,2.34,6.61,2.94,0.61,45.2,0
6.96,1.67,5.78,1.82,0.79,47.12,0
9.14,3.11,6.67,1.88,4.2,26.96,0
9.04,6.25,5.05,1.18,1.9,73.74,0
4.78,4.24,4.51,0.1,1.38,25.59,1
7.47,8.06,5.88,2.56,3.98,100.0,1
9.86,0.15,6.37,2.38,1.66,46.36,0
6.17,0.61,1.08,0.28,0.49,20.91,1
7.16,4.55,7.23,0.05,1.35,47.9,1
9.46,4.38,1.73,2.4,4.43,83.64,0
5.46,0.44,6.32,2.73,3.39,13.49,1
7.86,8.32,5.28,2.46,1.96,100.0,1
7.5,4.65,9.79,1.55,1.93,53.3,1
7.29,3.55,7.51,1.14,1.92,57.6,1
4.37,6.55,5.54,1.36,3.6,40.05,1
9.08,3.75,3.94,2.14,2.91,65.84,0
7.33,7.73,2.71,1.67,0.79,100.0,0
7.98,4.93,4.42,2.65,3.86,79.29,0
9.7,4.24,8.09,0.5,1.43,42.94,1
4.63,5.02,2.73,1.9,0.95,38.29,1
9.81,6.58,9.43,1.47,0.17,82.13,1
7.35,0.15,8.75,1.86,3.72,31.76,1
7.71,2.57,9.76,1.2,0.81,39.37,1
7.82,9.83,9.06,2.11,4.95,80.72,2
6.04,6.01,1.72,0.67,2.09,75.05,0
9.72,9.96,4.34,2.13,2.04,100.0,0
6.02,2.33,3.95,0.65,0.56,33.98,0
9.43,0.85,3.92,1.59,1.77,42.24,0
4.26,6.49,6.07,2.04,2.84,34.21,1
6.1,2.26,5.5,0.08,1.64,29.41,1
4.65,0.63,6.87,1.19,4.01,0.0,1
9.74,4.26,3.38,1.83,3.14,84.53,0
5.93,0.64,2.89,0.46,0.62,32.5,1
4.08,6.02,9.53,1.08,2.64,17.35,2
5.9,4.78,8.35,2.24,4.04,35.49,1
6.22,7.47,6.43,2.0,3.7,73.45,0
7.92,2.8,6.35,2.25,3.96,55.11,0
7.05,3.34,2.52,0.78,4.56,52.28,0
9.85,2.41,7.51,1.72,3.48,39.79,1
8.24,9.06,6.07,0.2,1.35,100.0,1
6.96,5.49,6.37,1.15,3.87,52.2,0
8.29,7.15,9.01,1.79,4.84,79.73,1
7.79,7.17,5.29,0.86,2.75,70.49,0
9.45,3.57,2.58,1.73,1.98,74.4,0
7.39,5.38,2.56,1.79,2.84,85.51,0
6.17,2.49,9.56,1.68,0.14,26.62,1
5.18,7.86,7.35,2.91,4.83,64.45,2
8.6,3.17,6.66,1.79,0.27,52.21,1
4.35,1.28,3.32,2.72,2.59,10.79,1
9.03,7.35,4.52,2.59,3.71,76.08,0
9.41,5.99,5.76,2.67,2.27,75.42,0
4.32,0.01,5.75,0.22,4.88,0.0,2
8.31,2.43,9.71,1.14,0.14,41.2,1
7.32,9.87,9.82,1.01,2.41,98.72,1
5.51,6.12,9.1,0.0,1.14,49.38,2
4.74,1.66,6.63,0.31,3.69,0.0,2
9.56,6.6,2.78,0.26,1.16,78.62,0
9.77,3.82,3.93,1.53,1.46,61.47,0
5.33,3.69,4.86,0.38,1.91,23.19,1
4.84,5.84,4.66,0.51,0.06,42.36,1
4.37,3.77,8.29,2.16,4.74,0.64,2
8.25,6.65,2.95,0.91,2.65,82.39,0
6.77,2.28,9.94,0.35,4.78,16.09,2
9.03,7.95,2.87,1.9,3.78,100.0,0
5.63,1.81,3.95,1.44,2.87,23.83,0
8.61,6.76,3.37,1.44,1.68,78.98,0
4.06,3.39,3.31,1.72,0.31,30.31,1
4.27,6.41,6.11,1.01,0.74,42.13,1
7.51,6.79,5.78,2.42,4.48,81.65,0
8.14,2.3,6.87,1.2,0.03,55.14,1
9.21,2.91,9.98,0.95,2.29,43.48,1
5.83,4.51,6.99,0.39,2.11,39.69,1
8.06,1.36,3.09,2.13,0.78,61.23,0
8.28,7.65,1.85,2.56,3.62,100.0,0
8.58,7.28,6.41,1.68,3.67,65.18,0
7.47,8.09,7.7,2.57,4.77,81.2,2
4.99,5.86,5.04,1.71,3.99,47.17,1
6.5,7.18,2.77,1.6,0.11,96.52,0
7.27,7.35,6.85,1.08,0.03,85.5,1
9.84,9.22,3.93,0.78,2.18,100.0,0
6.14,0.67,4.63,0.78,1.62,14.78,0
7.95,5.27,3.44,1.66,2.46,84.6,0
9.74,1.31,8.96,2.11,3.46,34.44,1
4.03,9.82,6.46,1.21,2.72,56.26,2
5.04,6.23,5.63,2.36,3.29,51.65,1
8.89,0.68,7.22,2.15,1.38,39.23,1
5.28,1.98,5.71,0.41,3.3,20.34,1
4.16,3.19,2.73,2.97,1.51,51.96,1
5.18,3.74,6.45,2.35,1.82,40.62,1
6.89,8.46,6.12,0.87,3.52,86.95,1
6.79,9.87,8.91,0.59,3.93,87.7,1
7.21,5.14,8.68,1.83,2.69,53.72,1
6.69,9.08,7.41,0.15,4.42,82.68,2
7.28,0.22,6.06,0.16,1.6,19.43,1
9.48,3.58,8.74,2.76,0.11,66.05,1
8.26,7.57,4.53,1.97,3.06,88.11,0
8.31,0.86,2.42,0.4,4.66,42.21,1
8.78,1.17,6.17,0.56,1.84,29.57,0
8.97,1.44,6.82,2.95,3.44,30.14,0
9.45,6.43,5.11,1.98,4.4,84.95,0
7.19,4.52,1.65,2.36,0.63,87.46,0
6.32,2.8,4.62,1.85,1.56,39.62,0
9.22,9.71,5.13,0.98,0.24,100.0,1
6.36,9.3,7.58,1.05,4.84,75.55,2
5.66,4.26,2.9,2.66,1.81,69.08,0
6.33,9.02,6.78,1.46,0.66,85.7,1
7.28,2.85,8.9,0.16,1.57,30.61,1
6.04,4.77,3.38,0.39,0.18,53.37,1
9.72,5.75,5.4,1.15,3.54,73.37,0
5.66,6.56,5.31,2.31,4.49,68.62,1
5.11,0.91,2.52,2.35,4.57,20.2,1
5.79,8.4,5.83,2.47,2.74,70.88,1
4.48,9.57,4.83,1.05,1.78,60.89,1
9.67,0.63,2.07,2.37,2.75,54.08,0
4.21,2.24,3.35,0.04,1.08,1.32,1
9.13,8.98,4.51,0.96,5.0,96.11,1
7.22,2.55,3.89,1.55,2.71,53.59,0
9.76,5.76,6.3,0.63,3.82,73.22,0
4.57,5.95,6.92,2.51,1.03,44.03,1
6.77,0.97,1.95,0.59,1.41,26.11,0
8.49,1.87,9.93,0.48,3.0,19.07,1
9.0,6.48,7.44,0.4,0.05,67.23,2
4.54,3.58,3.01,2.75,4.4,43.23,1
8.28,1.54,1.44,1.96,3.21,65.66,0
5.44,3.14,4.77,1.81,4.78,37.79,1
8.39,8.07,2.02,1.96,2.41,100.0,0
4.23,9.06,9.58,0.01,1.06,35.09,2
8.69,5.98,2.6,2.44,1.77,86.06,0
6.32,5.21,5.32,0.82,2.12,51.03,0
7.02,9.16,5.95,2.31,1.47,99.61,1
5.59,0.2,2.45,0.06,4.74,5.51,1
9.39,7.44,3.99,1.51,3.31,89.55,0
7.01,7.32,2.69,1.33,2.66,75.61,0
9.79,8.48,6.59,1.75,3.02,99.61,1
4.36,6.98,7.45,1.54,4.35,33.82,2
6.18,0.2,1.53,1.06,2.31,24.64,0
5.14,2.3,8.02,2.31,1.91,25.95,1
4.67,0.87,4.52,0.14,1.67,7.29,1
7.05,8.23,2.16,0.8,4.73,96.78,1
7.89,9.76,5.96,0.92,2.66,98.65,1
4.67,0.07,8.96,2.01,1.49,0.0,2
8.1,9.2,3.69,0.96,4.27,100.0,0
9.48,2.93,2.08,1.32,1.48,67.02,0
4.22,6.34,9.16,2.93,3.25,39.14,2
4.45,3.59,1.08,2.94,4.51,38.12,1
4.11,3.67,3.33,2.54,0.8,44.59,1
7.33,3.77,2.31,2.99,3.09,70.98,0
6.23,9.06,8.39,2.43,3.08,80.15,1
5.8,7.04,4.64,1.8,4.99,58.28,1
7.08,5.74,9.08,2.96,3.89,61.89,1
5.94,8.97,7.92,2.23,3.34,64.11,2
6.42,8.09,3.64,2.05,3.63,92.57,0
5.92,7.42,1.96,0.41,2.09,87.64,1
9.69,9.02,1.44,2.51,2.54,100.0,0
9.32,5.77,2.05,0.01,2.48,71.91,0
7.44,3.73,1.28,2.74,1.64,79.07,0
8.17,2.54,1.57,1.16,1.59,61.01,0
8.92,2.22,5.75,0.12,1.07,39.0,1
8.76,7.76,2.28,1.65,2.11,100.0,0
7.92,9.35,2.31,1.35,3.86,100.0,0
7.8,5.12,9.93,0.52,4.68,45.24,1
6.81,5.29,3.39,2.89,4.56,70.17,0
9.98,6.7,5.07,2.55,0.12,94.71,1
6.98,6.73,4.37,1.11,0.16,81.36,0
6.45,2.25,3.23,1.75,1.59,39.26,0
4.67,5.78,2.44,1.58,2.76,50.84,1
6.56,5.09,2.63,1.39,1.87,78.31,0
6.61,7.79,4.83,0.71,1.37,88.51,0
7.24,8.31,7.92,1.31,0.98,95.77,1
4.34,3.99,8.71,1.18,0.59,11.33,2
7.6,1.52,6.89,1.31,1.67,46.28,0
8.94,3.97,7.65,1.32,0.46,57.65,1
7.05,4.58,8.35,2.73,3.93,65.71,1
7.25,6.45,3.59,2.44,4.28,85.02,0
9.42,8.49,4.82,2.73,0.6,100.0,0
6.09,5.65,4.16,2.83,1.27,72.08,0
7.81,0.04,7.55,1.13,4.89,20.76,1
4.31,0.93,1.79,2.86,3.42,13.3,1
5.2,8.74,2.81,2.12,3.82,76.8,1
7.03,2.23,4.41,2.9,3.47,60.26,0
7.24,2.39,7.42,1.5,0.88,46.15,1
7.81,7.35,3.19,2.63,1.9,100.0,0
5.17,8.04,4.19,1.45,1.11,75.74,1
8.69,3.39,9.51,0.09,0.66,34.09,1
8.21,2.51,5.99,0.96,2.77,43.22,0
9.84,4.56,6.83,1.73,1.59,65.23,0
9.93,2.07,8.11,0.44,4.02,34.35,1
9.8,6.86,1.81,2.08,3.02,100.0,0
5.56,7.19,7.67,0.98,4.38,51.3,1
4.42,6.0,1.96,0.83,2.54,51.75,1
5.29,7.03,5.92,2.52,2.91,75.84,1
5.57,7.92,2.77,0.73,4.21,84.7,0
7.68,0.39,2.15,1.5,3.73,33.48,0
4.1,1.84,6.3,2.08,0.17,13.95,2
5.57,0.84,5.88,0.37,3.24,10.28,1
9.82,9.48,3.46,0.09,1.65,100.0,1
4.36,3.6,3.68,0.66,3.53,25.3,1
7.21,9.11,1.93,0.45,1.92,100.0,1
7.5,0.74,9.63,0.92,1.79,22.06,1
9.67,6.63,9.59,0.56,3.09,68.03,1
7.05,3.62,9.86,0.42,2.05,16.76,1
9.4,9.8,8.96,0.15,4.65,73.62,2
7.91,3.94,8.32,1.73,4.23,40.87,1
5.11,4.4,1.04,2.08,1.48,70.09,0
4.42,1.71,6.61,0.92,1.07,5.04,1
5.29,6.23,2.51,1.09,3.44,67.19,0
7.58,2.51,9.39,1.24,1.43,34.56,1
7.93,6.14,8.98,0.18,4.19,56.88,1
6.16,2.56,1.94,2.82,0.71,58.64,0
8.15,7.1,2.45,2.44,2.55,97.55,0
4.52,0.43,6.73,0.45,2.62,0.0,2
8.68,9.0,8.55,2.88,4.52,93.56,2
6.39,8.96,9.34,2.92,3.84,73.25,1
9.67,9.47,7.0,2.57,2.81,99.67,1
4.56,8.64,1.5,1.02,0.68,59.05,1
5.39,9.52,6.03,2.69,1.39,85.02,1
8.65,7.02,5.91,2.45,4.2,62.85,0
9.8,7.2,7.09,1.08,0.01,91.64,1
8.58,7.1,3.98,1.88,0.98,91.77,0
9.68,4.13,3.2,1.46,1.94,77.42,0
9.77,5.92,6.32,1.09,2.82,70.26,0
4.01,8.66,4.86,1.48,0.42,62.85,2
5.02,4.11,8.56,1.37,4.66,31.36,2
8.29,9.78,5.95,2.08,1.97,100.0,1
9.45,7.03,9.42,1.77,2.89,68.12,1
8.26,8.82,6.82,0.7,2.72,90.91,1
9.64,1.57,2.15,1.24,0.63,63.28,0
6.55,5.34,3.04,1.35,4.92,75.44,0
4.05,2.43,9.81,2.97,1.05,0.0,2
4.46,5.77,2.13,2.46,4.7,49.13,1
6.78,1.02,4.05,0.2,1.32,46.63,0
4.27,8.59,1.7,1.59,2.26,71.46,1
5.19,1.8,7.74,2.18,3.5,13.63,1
5.56,8.4,6.41,1.81,1.48,68.06,1
9.68,7.28,2.14,2.81,2.91,97.38,0
6.38,7.25,4.39,1.74,3.55,87.87,0
9.67,3.56,4.77,2.1,3.04,59.08,0
7.9,9.03,8.2,2.47,1.29,100.0,1
7.32,0.44,7.93,0.97,1.41,19.73,1
5.7,3.38,6.44,1.75,1.28,39.94,1
8.96,0.93,5.62,1.56,2.87,31.99,0
7.74,9.74,8.84,0.64,1.21,84.15,1
6.35,5.53,3.09,0.67,1.91,67.03,0
8.13,9.76,2.82,1.18,4.82,100.0,1
7.55,5.4,1.68,2.68,3.13,86.07,0
7.24,3.92,3.29,2.27,2.55,68.3,0
6.39,9.29,4.37,1.24,3.12,85.91,0
8.01,8.5,2.03,2.77,4.52,100.0,1
7.75,2.13,5.03,0.61,0.11,34.02,1
5.55,5.93,3.7,1.11,1.99,51.23,0
7.82,9.61,4.86,2.92,3.34,100.0,0
5.42,0.63,8.67,1.72,2.07,0.21,1
5.86,7.84,3.95,2.76,1.34,91.02,0
8.19,1.63,9.54,1.97,1.15,21.89,1
9.54,6.08,9.04,0.33,4.63,53.79,2
8.01,3.73,1.53,2.87,4.97,72.21,0
9.66,1.68,2.39,0.22,1.96,53.46,0
6.37,1.38,7.57,2.5,3.44,30.39,1
8.6,2.5,7.84,1.7,1.83,41.98,1
8.97,9.4,6.99,2.89,4.67,100.0,1
8.39,3.49,5.39,0.47,4.87,43.33,1
5.6,3.71,4.8,2.24,4.63,35.79,1
6.84,5.93,4.54,1.51,0.53,83.79,0
6.41,9.15,4.14,0.75,3.71,90.48,0
6.75,0.09,7.19,1.25,3.37,10.68,1
4.01,3.44,7.34,1.18,1.1,20.51,2
8.51,1.19,7.23,2.0,1.85,25.75,1
9.37,3.16,1.28,0.92,1.02,67.24,0
9.51,8.7,3.75,1.29,0.18,100.0,1
4.38,9.39,8.8,0.64,3.5,45.89,2
8.81,4.76,2.73,1.92,0.4,75.17,0
5.28,6.85,8.45,0.33,2.0,55.9,2
4.98,5.67,7.05,1.06,4.16,27.26,2
7.76,1.41,1.21,0.15,4.52,43.88,1
8.85,2.0,5.73,2.39,3.37,32.66,0
9.37,1.61,2.55,2.7,2.42,52.82,0
7.32,9.81,2.08,2.27,1.67,100.0,0
6.53,5.49,2.85,1.22,3.18,77.48,0
8.34,8.36,4.68,1.27,2.48,100.0,0
4.65,3.13,2.55,1.16,4.87,35.59,1
6.58,5.66,7.02,1.3,2.24,65.35,1
4.37,5.4,5.93,2.27,4.91,25.89,2
7.02,1.69,6.29,2.5,4.66,46.14,1
5.13,7.13,8.92,2.04,3.43,52.39,1
7.82,2.94,1.8,2.48,4.72,61.23,0
6.0,0.94,3.52,2.53,3.28,25.7,0
6.06,5.51,8.11,0.7,4.82,31.82,1
4.05,0.25,8.94,1.94,3.82,0.0,2
6.52,7.99,9.44,0.52,3.82,53.96,1
5.93,4.13,8.77,0.07,2.17,25.2,2
4.66,7.92,9.48,0.27,0.76,32.21,2
5.19,0.79,9.57,2.68,3.28,7.5,1
9.52,6.56,6.93,2.53,3.27,80.65,0
6.34,5.03,5.7,1.08,2.24,48.75,0
6.5,0.26,3.55,0.7,3.97,24.5,0
5.68,8.11,1.17,0.52,4.13,76.26,1
8.64,8.38,9.48,0.19,4.0,58.46,2
5.24,9.32,4.64,2.66,3.03,79.2,1
4.96,9.14,6.01,0.02,0.09,48.22,2
4.97,5.99,7.13,0.84,2.85,21.79,2
9.68,8.6,3.59,1.59,2.5,98.29,0
6.36,5.62,9.36,0.49,2.75,40.15,1
7.7,3.66,9.71,1.25,0.68,30.07,1
8.93,6.95,7.74,0.79,3.21,69.27,1
5.18,9.32,7.65,0.69,0.56,74.34,2
4.67,2.57,2.64,0.02,1.57,28.87,1
6.05,5.04,7.71,1.65,3.72,48.85,1
7.65,6.5,8.19,2.13,3.96,67.99,1
8.07,7.37,3.7,2.62,1.52,89.9,0
9.2,2.47,4.74,1.1,4.49,50.57,0
8.17,7.94,6.65,2.83,4.01,96.76,0
9.7,5.25,1.2,0.78,3.11,82.96,0
7.5,3.62,5.81,0.01,4.24,29.04,1
4.84,4.38,5.38,1.91,2.62,33.25,1
9.23,4.57,1.69,2.32,3.3,81.62,0
6.56,4.1,5.83,0.15,1.49,40.25,1
7.97,4.19,3.0,2.24,1.3,84.61,0
4.93,7.29,6.79,0.21,0.58,43.33,2
7.43,6.86,2.6,2.18,4.68,91.2,0
5.18,6.8,4.09,0.15,1.51,59.14,1
6.47,8.65,5.58,1.55,0.03,89.32,1
4.65,4.79,3.34,1.18,2.69,36.64,1
5.71,9.9,1.52,0.96,1.61,93.55,1
8.11,2.48,5.14,1.93,1.61,61.55,0
9.88,1.2,4.09,0.62,0.93,40.9,0
7.38,4.26,3.45,0.84,4.96,56.28,0
4.46,6.57,5.11,2.07,2.98,47.02,1
4.4,3.5,9.87,0.55,0.64,4.43,2
8.66,6.72,7.99,2.08,0.68,64.86,1
8.66,8.66,3.22,0.38,3.91,94.84,1
4.19,8.25,5.55,0.98,0.06,46.07,2
8.76,4.9,2.35,1.08,0.83,83.17,0
5.66,5.5,2.89,1.03,2.39,67.73,0
4.77,0.39,1.32,1.05,3.59,9.16,1
8.72,7.16,1.04,0.08,0.98,92.66,0
7.19,0.4,8.22,1.48,3.64,15.83,1
7.04,9.25,9.91,1.08,0.63,79.7,1
5.34,5.31,4.41,1.44,3.82,56.47,0
7.22,3.35,8.06,1.92,0.04,46.07,1
5.02,7.24,6.11,1.2,3.47,52.84,1
8.67,5.45,7.5,1.24,3.95,71.81,1
4.82,2.38,3.43,0.5,1.96,23.1,1
7.57,1.02,3.43,2.0,1.99,44.82,0
8.79,9.85,6.09,0.24,0.51,92.48,1
8.08,7.52,7.08,0.54,2.24,82.18,1
9.2,2.37,6.36,0.47,4.79,32.99,1
8.36,2.31,6.54,1.98,1.64,42.34,0
9.31,8.55,3.98,2.23,2.8,91.16,0
6.86,6.0,2.22,1.23,0.89,85.82,0
4.77,2.12,8.04,1.65,0.12,12.13,2
9.46,8.8,8.41,2.98,2.93,86.71,1
9.69,3.13,8.77,2.38,3.88,42.35,1
6.31,4.0,6.76,2.21,4.4,41.1,0
8.33,9.57,2.61,2.85,0.32,100.0,1
4.54,5.68,4.51,0.24,3.24,43.57,1
5.05,6.94,2.61,0.41,0.74,75.96,1
8.67,5.97,8.28,1.77,3.99,47.81,1
6.35,1.5,2.22,1.79,2.74,38.25,0
9.29,9.57,3.28,0.62,1.07,100.0,0
9.12,5.96,1.61,1.42,0.45,96.51,0
6.42,6.48,5.95,2.62,0.08,74.09,1
4.14,3.04,8.92,2.07,0.86,0.0,2
8.33,9.37,6.71,0.07,2.5,97.79,1
4.29,5.99,7.99,0.11,3.92,27.93,2
8.51,2.45,4.54,0.36,1.19,41.13,0
5.92,1.75,2.7,2.7,3.92,46.86,0
9.69,2.39,4.66,2.44,2.21,49.39,0
6.21,5.01,6.59,1.22,2.16,46.25,0
7.21,2.19,8.81,2.24,2.05,43.98,1
4.04,3.44,4.96,1.41,3.74,26.71,1
6.28,3.51,6.49,0.84,0.71,43.81,0
8.86,9.58,2.96,0.05,2.19,100.0,1
4.83,1.17,1.62,2.3,3.93,14.88,1
4.32,7.23,5.04,0.47,1.48,47.26,2
5.98,9.7,5.27,1.12,3.37,78.92,1
4.01,6.18,3.19,1.13,3.53,39.58,1
6.21,1.67,5.55,0.96,4.56,14.04,1
9.2,3.9,8.45,0.17,1.49,43.36,1
4.19,9.19,7.45,1.88,2.66,55.3,2
7.83,8.27,6.37,2.25,1.4,90.4,1
4.19,3.87,8.94,0.54,0.71,0.0,2
6.57,9.33,8.53,1.39,4.86,77.59,2
9.24,2.46,5.4,0.09,0.04,54.4,1
4.71,5.48,7.26,0.1,2.24,28.12,2
9.34,2.99,9.77,2.53,3.25,38.41,1
8.27,8.16,3.73,2.98,4.54,100.0,1
8.34,5.24,7.85,2.48,0.12,64.44,1
6.02,9.18,4.58,2.66,2.31,88.57,0
9.4,5.61,4.24,0.13,0.55,73.76,0
6.19,6.07,3.77,0.2,1.32,60.09,0
9.95,3.93,1.8,1.74,4.6,80.88,0
9.02,9.28,6.73,2.98,0.17,100.0,1
9.14,9.17,5.3,2.36,0.98,100.0,1
6.15,5.96,7.08,1.04,1.08,57.45,1
7.98,6.77,7.67,0.38,4.09,71.73,1
4.18,3.36,5.2,1.08,0.59,24.13,1
4.15,0.93,3.4,2.46,2.63,6.5,1
7.97,5.42,2.18,0.67,1.11,87.69,0
6.77,3.88,6.01,2.91,1.57,61.89,0
6.88,7.17,7.57,2.19,1.01,86.79,1
8.87,3.82,9.86,1.09,2.49,27.03,1
6.6,8.46,2.4,1.7,3.09,99.61,0
7.66,9.6,8.85,1.05,4.3,92.79,1
5.54,6.1,3.54,1.95,0.47,77.1,1
6.52,5.87,1.23,2.09,2.48,90.2,0
5.89,1.46,4.92,2.83,1.14,29.22,0
4.3,7.18,3.15,1.35,1.84,68.26,1
6.07,3.5,5.7,2.92,2.35,42.29,0
6.77,1.08,3.07,1.22,1.63,51.33,0
8.07,5.78,5.42,1.19,3.06,59.5,0
5.82,1.71,7.09,0.07,0.8,12.68,2
9.99,4.88,5.46,2.32,0.18,83.18,1
4.6,4.01,9.85,2.26,4.93,0.0,2
7.65,7.54,6.93,1.39,1.46,87.51,0
5.55,4.87,2.32,1.7,1.23,60.57,0
6.99,1.63,9.66,1.34,1.76,18.71,1
9.06,6.26,4.75,0.74,3.73,83.4,0
6.28,1.35,1.98,0.02,3.72,35.27,0
9.96,7.84,2.46,2.93,1.64,100.0,0
8.12,0.49,8.43,2.99,3.88,26.18,1
6.34,0.66,8.13,1.79,4.55,21.02,1
5.83,3.61,7.15,2.36,4.81,36.75,2
6.96,0.29,3.28,1.12,2.97,41.05,0
6.19,6.24,8.46,0.73,1.71,44.0,1
8.67,8.25,2.88,1.62,4.5,97.24,1
6.58,9.85,2.02,2.12,4.25,100.0,0
8.29,4.7,8.68,2.72,4.36,54.77,1
8.54,9.22,6.59,1.8,0.23,100.0,1
4.28,3.14,9.33,2.85,4.96,0.0,2
5.06,4.88,1.92,2.62,2.8,63.76,0
4.48,4.05,8.8,2.11,0.41,17.56,2
6.35,1.01,9.41,1.96,0.47,8.92,1
6.21,2.45,6.13,0.04,2.33,9.2,1
9.57,3.43,6.78,0.68,2.8,46.27,0
7.43,1.72,9.47,2.66,1.68,36.53,1
4.57,7.4,3.54,0.41,3.39,57.4,1
7.18,5.21,1.54,0.15,3.01,51.95,0
6.27,6.13,6.91,2.48,2.1,66.73,0
7.47,3.12,1.48,0.01,4.18,62.77,0
7.78,5.77,4.6,2.5,3.49,81.46,0
8.66,5.07,4.12,2.18,3.43,80.34,0
9.9,6.49,6.45,0.21,1.4,67.44,1
7.78,5.13,7.87,0.79,3.51,57.13,1
8.59,7.71,9.0,0.25,3.49,72.15,1
7.44,2.17,9.99,0.52,1.68,25.71,1
6.79,4.19,5.42,2.78,2.39,64.71,0
9.32,8.18,3.16,0.04,3.15,100.0,1
7.32,2.11,7.67,2.01,2.83,48.18,1
8.71,6.68,6.98,1.99,2.63,81.83,0
8.26,6.1,5.41,0.38,3.51,69.67,1
6.05,3.56,3.22,2.89,4.3,47.2,0
6.41,7.37,5.75,2.93,0.28,83.01,1
7.41,2.03,6.44,2.34,0.69,43.62,0
8.13,8.34,5.47,0.62,2.93,100.0,1
8.63,5.56,3.51,2.26,2.59,75.51,0
7.38,9.48,7.35,0.9,3.55,86.69,1
7.26,5.27,3.23,1.04,4.71,70.39,0
8.81,6.67,5.79,0.41,1.02,78.97,1
7.52,9.73,8.9,0.08,1.37,84.5,2
9.85,2.36,2.81,1.86,2.78,67.2,0
8.02,0.97,1.17,0.25,1.82,43.96,0
7.28,7.55,3.89,2.16,4.83,81.74,0
9.99,6.38,7.74,0.76,3.22,66.83,1
9.74,9.05,4.57,2.84,4.42,100.0,0
4.49,1.61,1.69,0.32,4.88,0.0,2
8.15,6.37,6.68,0.62,2.9,70.83,0
7.42,1.86,7.51,0.22,2.96,27.83,1
5.5,8.07,2.58,2.8,4.42,73.11,1
5.83,1.37,9.25,1.88,0.16,13.07,2
4.51,5.74,5.58,0.25,4.08,25.8,2
7.25,6.39,9.66,1.48,4.59,39.66,1
9.14,2.36,7.37,0.27,4.93,38.6,2
6.65,5.24,6.38,0.83,3.37,50.15,0
7.15,1.48,9.27,0.35,3.15,8.11,1
4.88,0.21,4.27,1.92,2.61,0.0,1
8.05,1.4,1.52,1.88,3.27,53.85,0
5.47,8.11,1.68,1.9,0.6,82.63,1
6.51,7.18,1.47,1.67,0.72,96.66,0
4.72,0.74,7.42,0.19,1.12,0.0,2
8.86,8.54,3.93,1.58,3.87,99.92,0
8.35,0.97,9.22,1.91,2.47,28.95,1
6.08,7.27,5.87,1.59,0.98,77.68,0
6.35,1.83,9.49,1.52,2.64,31.0,1
6.2,9.43,7.25,1.9,1.17,79.73,1
6.63,0.1,1.64,1.79,3.62,35.12,0
8.4,9.5,7.69,2.35,3.5,100.0,1
6.17,9.49,6.95,2.37,4.84,97.76,1
5.93,6.45,1.22,1.71,4.04,83.53,0
5.77,7.24,2.31,2.68,0.5,84.45,0
6.99,4.29,5.51,0.6,2.29,48.11,0
8.81,1.63,7.06,2.57,4.1,40.92,1
4.29,9.31,4.56,1.08,3.8,53.89,1
9.01,0.76,7.67,2.9,4.98,29.57,1
9.22,2.79,9.7,2.78,2.67,38.98,1
4.66,5.91,7.3,1.21,2.03,36.71,2
4.17,9.58,3.61,0.42,0.03,75.69,2
9.18,0.95,2.37,1.34,0.93,38.69,0
4.35,5.5,4.45,1.39,2.12,38.18,1
5.32,0.65,2.04,2.93,1.4,34.17,0
4.76,7.55,9.32,2.37,3.06,36.34,2
